date,open,high,low,close,volume,Ticket
1972-03-20,0.03403,0.03403,0.03403,0.03403,3132119,wmt
1972-03-22,0.03403,0.04251,0.03403,0.03403,1084194,wmt
1972-03-23,0.03403,0.04251,0.03403,0.03403,783030,wmt
1972-03-24,0.03403,0.04251,0.03403,0.03403,1264892,wmt
1972-03-27,0.04251,0.04251,0.04251,0.04251,1385361,wmt
1972-03-28,0.04251,0.04251,0.04251,0.04251,1746756,wmt
1972-03-29,0.04251,0.04251,0.04251,0.04251,1566055,wmt
1972-03-30,0.04251,0.04251,0.04251,0.04251,1505825,wmt
1972-04-03,0.04251,0.04251,0.03403,0.03403,481866,wmt
1972-04-04,0.03403,0.04251,0.03403,0.03403,481866,wmt
1972-04-05,0.03403,0.03403,0.03403,0.03403,361397,wmt
1972-04-06,0.03403,0.03403,0.03403,0.03403,903496,wmt
1972-04-07,0.03403,0.03403,0.03403,0.03403,1566055,wmt
1972-04-10,0.03403,0.03403,0.03403,0.03403,421630,wmt
1972-04-11,0.03403,0.03403,0.03403,0.03403,1325125,wmt
1972-04-12,0.03403,0.03403,0.03403,0.03403,421630,wmt
1972-04-13,0.03403,0.03403,0.03403,0.03403,602329,wmt
1972-05-08,0.03403,0.03403,0.03403,0.03403,10179378,wmt
1972-05-11,0.03403,0.03403,0.03403,0.03403,5782366,wmt
1972-05-12,0.03403,0.03403,0.03403,0.03403,3734444,wmt
1972-05-15,0.03403,0.03403,0.03403,0.03403,13974056,wmt
1972-05-16,0.03403,0.03403,0.03403,0.03403,5300502,wmt
1972-05-17,0.03403,0.03403,0.03403,0.03403,4216307,wmt
1972-05-18,0.03403,0.03403,0.03403,0.03403,4276542,wmt
1972-05-19,0.04251,0.04251,0.04251,0.04251,8432623,wmt
1972-05-22,0.04251,0.04251,0.04251,0.04251,3915145,wmt
1972-05-23,0.04251,0.04251,0.04251,0.04251,6444931,wmt
1972-05-24,0.04251,0.04251,0.04251,0.04251,8974718,wmt
1972-05-25,0.04251,0.04251,0.04251,0.04251,3734444,wmt
1972-05-26,0.04251,0.04251,0.04251,0.04251,5842599,wmt
1972-05-30,0.04251,0.04251,0.04251,0.04251,2168389,wmt
1972-05-31,0.04251,0.04251,0.04251,0.04251,11444272,wmt
1972-06-01,0.04251,0.04251,0.04251,0.04251,3011648,wmt
1972-06-02,0.04251,0.04251,0.04251,0.04251,1566055,wmt
1972-06-05,0.04251,0.04251,0.04251,0.04251,4818639,wmt
1972-06-06,0.04251,0.04251,0.04251,0.04251,6384696,wmt
1972-06-07,0.04251,0.04251,0.04251,0.04251,1927453,wmt
1972-06-08,0.04251,0.04251,0.04251,0.04251,1686526,wmt
1972-06-09,0.04251,0.04251,0.04251,0.04251,5360739,wmt
1972-06-12,0.04251,0.04251,0.04251,0.04251,2349087,wmt
1972-06-13,0.04251,0.04251,0.04251,0.04251,2409320,wmt
1972-06-14,0.04251,0.04251,0.04251,0.04251,5902833,wmt
1972-06-15,0.04251,0.04251,0.04251,0.04251,1325125,wmt
1972-06-16,0.04251,0.04251,0.04251,0.04251,6143767,wmt
1972-06-19,0.04251,0.04251,0.04251,0.04251,662565,wmt
1972-06-20,0.04251,0.04251,0.04251,0.04251,2770717,wmt
1972-06-21,0.04251,0.04251,0.04251,0.04251,1867224,wmt
1972-06-22,0.04251,0.04251,0.04251,0.04251,481866,wmt
1972-06-23,0.04251,0.04251,0.04251,0.04251,8312153,wmt
1972-06-26,0.04251,0.04251,0.04251,0.04251,2349087,wmt
1972-06-27,0.04251,0.04251,0.04251,0.04251,2770717,wmt
1972-06-28,0.04251,0.04251,0.04251,0.04251,7830290,wmt
1972-06-29,0.04251,0.04251,0.04251,0.04251,4577708,wmt
1972-06-30,0.04251,0.04251,0.04251,0.04251,1806990,wmt
1972-07-03,0.04251,0.04251,0.04251,0.04251,1626290,wmt
1972-07-05,0.04251,0.04251,0.04251,0.04251,3613980,wmt
1972-07-06,0.04251,0.04251,0.04251,0.04251,1385361,wmt
1972-07-07,0.04251,0.04251,0.04251,0.04251,4035610,wmt
1972-07-10,0.04251,0.04251,0.04251,0.04251,1385361,wmt
1972-07-11,0.04251,0.04251,0.04251,0.04251,240933,wmt
1972-07-12,0.04251,0.04251,0.04251,0.04251,1325125,wmt
1972-07-13,0.04251,0.04251,0.04251,0.04251,2228619,wmt
1972-07-14,0.04251,0.04251,0.04251,0.04251,361397,wmt
1972-07-17,0.04251,0.04251,0.04251,0.04251,903496,wmt
1972-07-18,0.04251,0.04251,0.04251,0.04251,1626290,wmt
1972-07-19,0.04251,0.04251,0.04251,0.04251,4216307,wmt
1972-07-20,0.04251,0.04251,0.04251,0.04251,1686526,wmt
1972-07-21,0.04251,0.04251,0.04251,0.04251,2349087,wmt
1972-07-24,0.04251,0.04251,0.04251,0.04251,14877553,wmt
1972-07-25,0.04251,0.04251,0.04251,0.04251,3132119,wmt
1972-07-26,0.04251,0.04251,0.04251,0.04251,421630,wmt
1972-07-27,0.04251,0.04251,0.04251,0.04251,361397,wmt
1972-07-28,0.04251,0.04251,0.04251,0.04251,1023963,wmt
1972-07-31,0.04251,0.04251,0.04251,0.04251,1566055,wmt
1972-08-01,0.04251,0.04251,0.04251,0.04251,1566055,wmt
1972-08-02,0.04251,0.04251,0.04251,0.04251,64509546,wmt
1972-08-03,0.04251,0.04251,0.04251,0.04251,4517476,wmt
1972-08-04,0.04251,0.04251,0.04251,0.04251,4758406,wmt
1972-08-07,0.04251,0.04251,0.04251,0.04251,2529786,wmt
1972-08-08,0.04251,0.04251,0.04251,0.04251,1686526,wmt
1972-08-09,0.04251,0.04251,0.04251,0.04251,4457244,wmt
1972-08-10,0.04251,0.04251,0.04251,0.04251,2529786,wmt
1972-08-11,0.04251,0.04251,0.04251,0.04251,3493514,wmt
1972-08-14,0.04251,0.04251,0.04251,0.04251,3674212,wmt
1972-08-15,0.04251,0.04251,0.04251,0.04251,4276542,wmt
