date,open,high,low,close,volume,Ticket
1986-08-05,0.07533,0.07533,0.07533,0.07533,3751199,msft
1986-08-06,0.07533,0.07533,0.0672,0.07533,24344504,msft
1986-08-07,0.07533,0.07533,0.0672,0.07533,4861244,msft
1986-08-08,0.07533,0.07533,0.07533,0.07533,5511962,msft
1986-08-11,0.07533,0.07533,0.07533,0.07533,10564596,msft
1986-08-12,0.07533,0.07533,0.07533,0.07533,13282300,msft
1986-08-13,0.07533,0.07533,0.07533,0.07533,9148327,msft
1986-08-14,0.07533,0.08389,0.07533,0.08389,26755988,msft
1986-08-15,0.08389,0.08389,0.07533,0.08389,8114835,msft
1986-08-18,0.08389,0.08389,0.07533,0.07533,16995220,msft
1986-08-19,0.07533,0.07533,0.07533,0.07533,27100485,msft
1986-08-20,0.07533,0.07533,0.07533,0.07533,27598093,msft
1986-08-21,0.07533,0.08389,0.07533,0.07533,65837333,msft
1986-08-22,0.07533,0.07533,0.07533,0.07533,7655505,msft
1986-08-25,0.07533,0.07533,0.07533,0.07533,3215309,msft
1986-08-26,0.07533,0.07533,0.07533,0.07533,14430624,msft
1986-08-27,0.07533,0.07533,0.07533,0.07533,12669862,msft
1986-08-28,0.07533,0.07533,0.07533,0.07533,4555023,msft
1986-08-29,0.07533,0.07533,0.07533,0.07533,33799053,msft
1986-09-02,0.07533,0.07533,0.07533,0.07533,6928229,msft
1986-09-03,0.07533,0.07533,0.0672,0.0672,24344504,msft
1986-09-04,0.07533,0.07533,0.07533,0.07533,52401923,msft
1986-09-05,0.07533,0.08389,0.07533,0.08389,35023927,msft
1986-09-08,0.08389,0.08389,0.07533,0.07533,12784693,msft
1986-09-09,0.07533,0.08389,0.07533,0.08389,49875607,msft
1986-09-10,0.08389,0.08389,0.07533,0.07533,14468902,msft
1986-09-11,0.07533,0.08389,0.07533,0.07533,47387568,msft
1986-09-12,0.07533,0.07533,0.07533,0.07533,32497615,msft
1986-09-15,0.07533,0.07533,0.07533,0.07533,29894741,msft
1986-09-16,0.07533,0.07533,0.07533,0.07533,6889952,msft
1986-09-17,0.07533,0.07533,0.07533,0.07533,10679430,msft
1986-09-18,0.07533,0.07533,0.07533,0.07533,7119619,msft
1986-09-19,0.07533,0.07533,0.07533,0.07533,3330144,msft
1986-09-22,0.07533,0.07533,0.07533,0.07533,5971295,msft
1986-09-23,0.07533,0.07533,0.07533,0.07533,7923443,msft
1986-09-24,0.07533,0.07533,0.07533,0.07533,6354067,msft
1986-09-25,0.07533,0.07533,0.07533,0.07533,6851673,msft
1986-09-26,0.07533,0.07533,0.07533,0.07533,3100479,msft
1986-09-29,0.07533,0.07533,0.07533,0.07533,8229669,msft
1986-09-30,0.07533,0.07533,0.07533,0.07533,6889952,msft
1986-10-01,0.07533,0.07533,0.07533,0.07533,43100485,msft
1986-10-02,0.07533,0.07533,0.07533,0.07533,30200968,msft
1986-10-03,0.07533,0.07533,0.07533,0.07533,19559813,msft
1986-10-06,0.07533,0.08389,0.07533,0.08389,113416295,msft
1986-10-07,0.08389,0.08389,0.08389,0.08389,79464133,msft
1986-10-08,0.08389,0.08389,0.08389,0.08389,158966540,msft
1986-10-09,0.08389,0.09222,0.08389,0.08389,123023952,msft
1986-10-10,0.08389,0.09222,0.08389,0.09222,102009593,msft
1986-10-13,0.09222,0.09222,0.08389,0.08389,36057423,msft
1986-10-14,0.08389,0.09222,0.08389,0.08389,17110053,msft
1986-10-15,0.08389,0.09222,0.08389,0.09222,84440215,msft
1986-10-16,0.09222,0.09222,0.09222,0.09222,29052639,msft
1986-10-17,0.09222,0.09222,0.09222,0.09222,165397167,msft
1986-10-20,0.09222,0.09222,0.09222,0.09222,57875612,msft
1986-10-21,0.09222,0.1006,0.09222,0.1006,149358881,msft
1986-10-22,0.1006,0.1006,0.1006,0.1006,72535905,msft
1986-10-23,0.1006,0.1006,0.1006,0.1006,93626818,msft
1986-10-24,0.1006,0.1006,0.09222,0.1006,134736872,msft
1986-10-27,0.1006,0.1006,0.1006,0.1006,167004822,msft
1986-10-28,0.1006,0.10908,0.1006,0.1006,189588552,msft
1986-10-29,0.1006,0.1006,0.1006,0.1006,70736858,msft
1986-10-30,0.1006,0.1006,0.1006,0.1006,58985658,msft
1986-10-31,0.1006,0.1006,0.1006,0.1006,84708152,msft
1986-11-03,0.1006,0.1006,0.1006,0.1006,56076570,msft
1986-11-04,0.1006,0.10908,0.1006,0.10908,72306240,msft
1986-11-05,0.10908,0.1174,0.10908,0.1174,59942601,msft
1986-11-06,0.1174,0.1174,0.10908,0.1174,96459344,msft
1986-11-07,0.1174,0.1174,0.1174,0.1174,58909105,msft
1986-11-10,0.1174,0.1174,0.10908,0.10908,38124412,msft
1986-11-11,0.10908,0.10908,0.10908,0.10908,15808617,msft
1986-11-12,0.10908,0.1174,0.10908,0.10908,45397137,msft
1986-11-13,0.10908,0.10908,0.10908,0.10908,40153119,msft
1986-11-14,0.10908,0.10908,0.10908,0.10908,24880387,msft
1986-11-17,0.10908,0.10908,0.10908,0.10908,32306227,msft
1986-11-18,0.10908,0.10908,0.10908,0.10908,79311022,msft
1986-11-19,0.10908,0.10908,0.10908,0.10908,64765564,msft
1986-11-20,0.10908,0.1174,0.10908,0.1174,130488071,msft
1986-11-21,0.1174,0.12564,0.1174,0.12564,121033522,msft
1986-11-24,0.12564,0.13413,0.1174,0.13413,231043112,msft
1986-11-25,0.13413,0.13413,0.13413,0.13413,127311034,msft
1986-11-26,0.13413,0.13413,0.13413,0.13413,51559822,msft
1986-11-28,0.13413,0.13413,0.12564,0.12564,54928244,msft
1986-12-01,0.12564,0.13413,0.12564,0.12564,53550253,msft
1986-12-02,0.12564,0.13413,0.12564,0.12564,38239243,msft
1986-12-03,0.12564,0.12564,0.12564,0.12564,46736849,msft
1986-12-04,0.12564,0.12564,0.12564,0.12564,56497619,msft
1986-12-05,0.12564,0.12564,0.12564,0.12564,142889987,msft
1986-12-08,0.12564,0.12564,0.12564,0.12564,30124409,msft
1986-12-09,0.12564,0.12564,0.12564,0.12564,21397132,msft
1986-12-10,0.12564,0.12564,0.12564,0.12564,36669865,msft
1986-12-11,0.12564,0.12564,0.12564,0.12564,15464117,msft
1986-12-12,0.12564,0.12564,0.12564,0.12564,33607660,msft
1986-12-15,0.12564,0.12564,0.1174,0.1174,67483267,msft
1986-12-16,0.1174,0.12564,0.1174,0.1174,102736863,msft
1986-12-17,0.1174,0.12564,0.1174,0.12564,31043069,msft
1986-12-18,0.12564,0.12564,0.12564,0.12564,16842108,msft
1986-12-19,0.12564,0.12564,0.12564,0.12564,75215324,msft
1986-12-22,0.12564,0.12564,0.12564,0.12564,24344504,msft
1986-12-23,0.12564,0.12564,0.12564,0.12564,31617233,msft
1986-12-24,0.12564,0.12564,0.12564,0.12564,9339714,msft
1986-12-26,0.12564,0.12564,0.12564,0.12564,4937802,msft
1986-12-29,0.12564,0.12564,0.12564,0.12564,55425851,msft
1986-12-30,0.12564,0.12564,0.12564,0.12564,33760773,msft
1986-12-31,0.12564,0.12564,0.12564,0.12564,31043069,msft
1987-01-02,0.12564,0.12564,0.12564,0.12564,16803832,msft
1987-01-05,0.12564,0.13413,0.12564,0.13413,64459341,msft
1987-01-06,0.13413,0.13413,0.13413,0.13413,53205755,msft
1987-01-07,0.13413,0.14252,0.13413,0.14252,81071789,msft
1987-01-08,0.14252,0.151,0.14252,0.14252,81722507,msft
1987-01-09,0.14252,0.151,0.14252,0.151,84669876,msft
1987-01-12,0.151,0.1593,0.151,0.1593,171177073,msft
1987-01-13,0.1593,0.1593,0.151,0.1593,101435424,msft
1987-01-14,0.1593,0.1593,0.151,0.1593,92325378,msft
1987-01-15,0.1593,0.16762,0.1593,0.16762,155521562,msft
1987-01-16,0.16762,0.16762,0.1593,0.1593,86966531,msft
1987-01-19,0.1593,0.16762,0.1593,0.16762,117282320,msft
1987-01-20,0.16762,0.1763,0.16762,0.16762,127272751,msft
1987-01-21,0.16762,0.18459,0.16762,0.1763,144191422,msft
1987-01-22,0.1763,0.19281,0.16762,0.19281,154220128,msft
1987-01-23,0.19281,0.20122,0.1763,0.1763,422507254,msft
1987-01-26,0.1763,0.18459,0.16762,0.1763,154909128,msft
1987-01-27,0.1763,0.19281,0.1763,0.18459,151655535,msft
1987-01-28,0.18459,0.19281,0.18459,0.18459,101971311,msft
1987-01-29,0.18459,0.19281,0.1763,0.1763,105301462,msft
1987-01-30,0.1763,0.19281,0.1763,0.19281,138449795,msft
1987-02-02,0.19281,0.19281,0.19281,0.19281,62354082,msft
1987-02-03,0.19281,0.19281,0.18459,0.18459,78851692,msft
1987-02-04,0.18459,0.19281,0.18459,0.18459,42181827,msft
1987-02-05,0.18459,0.19281,0.18459,0.18459,56689005,msft
1987-02-06,0.18459,0.18459,0.1763,0.1763,60631591,msft
1987-02-09,0.1763,0.1763,0.1763,0.1763,180861286,msft
1987-02-10,0.1763,0.1763,0.1763,0.1763,59368433,msft
1987-02-11,0.1763,0.18459,0.1763,0.18459,80153129,msft
1987-02-12,0.18459,0.20122,0.18459,0.20122,246851738,msft
1987-02-13,0.20122,0.20122,0.19281,0.20122,108669879,msft
1987-02-17,0.20122,0.20122,0.19281,0.20122,94009584,msft
1987-02-18,0.20122,0.20122,0.18459,0.18459,170909132,msft
1987-02-19,0.18459,0.18459,0.1763,0.1763,422315881,msft
1987-02-20,0.1763,0.1763,0.1763,0.1763,116822996,msft
1987-02-23,0.1763,0.19281,0.1763,0.19281,167349329,msft
1987-02-24,0.19281,0.20122,0.19281,0.20122,160574197,msft
1987-02-25,0.20122,0.20122,0.19281,0.19281,86392361,msft
1987-02-26,0.19281,0.20963,0.19281,0.20122,192995259,msft
1987-02-27,0.20122,0.20122,0.20122,0.20122,49913886,msft
1987-03-02,0.20122,0.20122,0.19281,0.19281,105684236,msft
1987-03-03,0.19281,0.19281,0.19281,0.19281,107789496,msft
1987-03-04,0.19281,0.20963,0.19281,0.20963,130488071,msft
1987-03-05,0.20963,0.2264,0.20963,0.21811,170373236,msft
1987-03-06,0.21811,0.21811,0.20963,0.21811,84478487,msft
1987-03-09,0.21811,0.21811,0.20963,0.20963,50870820,msft
1987-03-10,0.20963,0.2264,0.20963,0.21811,98488062,msft
1987-03-11,0.2264,0.2264,0.21811,0.2264,58296664,msft
1987-03-12,0.2264,0.2264,0.21811,0.2264,94813413,msft
1987-03-13,0.2264,0.2264,0.20963,0.21811,139712948,msft
1987-03-16,0.21811,0.21811,0.20963,0.21811,117588544,msft
1987-03-17,0.21811,0.2264,0.21811,0.21811,72497625,msft
1987-03-18,0.2264,0.23483,0.2264,0.23483,158622039,msft
1987-03-19,0.23483,0.23483,0.2264,0.23483,83483275,msft
1987-03-20,0.23483,0.23483,0.23483,0.23483,50832544,msft
1987-03-23,0.23483,0.24322,0.23483,0.23483,89684228,msft
1987-03-24,0.2264,0.23483,0.2264,0.23483,92516771,msft
1987-03-25,0.23483,0.23483,0.23483,0.23483,44976086,msft
1987-03-26,0.23483,0.23483,0.23483,0.23483,44363651,msft
1987-03-27,0.23483,0.24322,0.23483,0.24322,160650745,msft
1987-03-30,0.24322,0.25162,0.23483,0.25162,247387614,msft
1987-03-31,0.25162,0.26003,0.25162,0.25162,166583762,msft
1987-04-01,0.25162,0.26003,0.23483,0.23483,344803918,msft
1987-04-02,0.24322,0.25162,0.24322,0.25162,212593339,msft
1987-04-03,0.25162,0.26003,0.25162,0.26003,206813437,msft
1987-04-06,0.26003,0.26003,0.25162,0.26003,131521558,msft
1987-04-07,0.26003,0.26003,0.24322,0.24322,97990449,msft
1987-04-08,0.24322,0.25162,0.24322,0.25162,141167492,msft
1987-04-09,0.25162,0.25162,0.24322,0.25162,95119636,msft
1987-04-10,0.25162,0.25162,0.25162,0.25162,57645946,msft
1987-04-13,0.25162,0.25162,0.24322,0.24322,66794275,msft
1987-04-14,0.24322,0.25162,0.23483,0.24322,116134001,msft
1987-04-15,0.25162,0.25162,0.25162,0.25162,127540699,msft
1987-04-16,0.25162,0.26003,0.25162,0.26003,249990490,msft
1987-04-20,0.26003,0.26003,0.25162,0.25162,133320599,msft
1987-04-21,0.25162,0.26003,0.24322,0.25162,150430654,msft
1987-04-22,0.25162,0.26003,0.25162,0.26003,99253612,msft
1987-04-23,0.26003,0.26003,0.25162,0.26003,64229678,msft
1987-04-24,0.26003,0.26003,0.25162,0.26003,72000019,msft
1987-04-27,0.26003,0.26003,0.25162,0.26003,70583745,msft
1987-04-28,0.26003,0.27674,0.26003,0.27674,147636398,msft
1987-04-29,0.27674,0.28504,0.26833,0.26833,113186630,msft
1987-04-30,0.26833,0.27674,0.26833,0.26833,117014383,msft
1987-05-01,0.26833,0.27674,0.26833,0.27674,50296661,msft
1987-05-04,0.27674,0.28504,0.27674,0.27674,45894747,msft
1987-05-05,0.27674,0.30191,0.27674,0.30191,147521563,msft
1987-05-06,0.30191,0.30191,0.2936,0.2936,204019190,msft
1987-05-07,0.2936,0.31032,0.2936,0.31032,385033593,msft
1987-05-08,0.31032,0.33551,0.31032,0.32694,199425882,msft
1987-05-11,0.32694,0.32694,0.31862,0.31862,169301462,msft
1987-05-12,0.31862,0.32694,0.30191,0.31032,197320608,msft
1987-05-13,0.31032,0.31862,0.31032,0.31862,97531121,msft
1987-05-14,0.31862,0.32694,0.31862,0.31862,79693798,msft
1987-05-15,0.31862,0.31862,0.31032,0.31032,112076581,msft
1987-05-18,0.31032,0.31032,0.2936,0.30191,229397187,msft
1987-05-19,0.30191,0.30191,0.2936,0.2936,104114861,msft
1987-05-20,0.2936,0.2936,0.27674,0.28504,303502458,msft
1987-05-21,0.28504,0.2936,0.28504,0.2936,124019165,msft
1987-05-22,0.2936,0.2936,0.28504,0.28504,85894758,msft
1987-05-26,0.28504,0.28504,0.28504,0.28504,62315801,msft
1987-05-27,0.28504,0.2936,0.28504,0.28504,64803844,msft
1987-05-28,0.28504,0.30191,0.28504,0.30191,144421089,msft
1987-05-29,0.30191,0.31032,0.30191,0.30191,106832556,msft
1987-06-01,0.30191,0.30191,0.2936,0.2936,40306228,msft
1987-06-02,0.2936,0.30191,0.2936,0.2936,68516765,msft
1987-06-03,0.2936,0.30191,0.2936,0.2936,28746419,msft
1987-06-04,0.2936,0.2936,0.2936,0.2936,27100485,msft
1987-06-05,0.2936,0.2936,0.27674,0.28504,78775135,msft
1987-06-08,0.28504,0.28504,0.27674,0.28504,148287118,msft
1987-06-09,0.28504,0.28504,0.28504,0.28504,34334939,msft
1987-06-10,0.28504,0.28504,0.26833,0.26833,234258433,msft
1987-06-11,0.27674,0.27674,0.25162,0.25162,357129251,msft
1987-06-12,0.25162,0.26833,0.25162,0.26003,260708185,msft
1987-06-15,0.26003,0.26003,0.25162,0.26003,166430669,msft
1987-06-16,0.26003,0.26833,0.26003,0.26003,97722510,msft
1987-06-17,0.26003,0.26833,0.26003,0.26833,94468915,msft
1987-06-18,0.26833,0.27674,0.26833,0.27674,74679441,msft
1987-06-19,0.27674,0.27674,0.26833,0.27674,54239244,msft
1987-06-22,0.27674,0.27674,0.26833,0.26833,116210548,msft
1987-06-23,0.26833,0.26833,0.26003,0.26833,133933046,msft
1987-06-24,0.26833,0.27674,0.26833,0.27674,109894759,msft
1987-06-25,0.27674,0.27674,0.26833,0.27674,58526331,msft
1987-06-26,0.27674,0.27674,0.26833,0.27674,29167471,msft
1987-06-29,0.27674,0.27674,0.26833,0.26833,34066995,msft
1987-06-30,0.27674,0.27674,0.26833,0.26833,50947379,msft
1987-07-01,0.26833,0.26833,0.26833,0.26833,29167471,msft
1987-07-02,0.26833,0.26833,0.26003,0.26003,75598102,msft
1987-07-06,0.26003,0.26003,0.25162,0.25162,87043080,msft
1987-07-07,0.25162,0.25162,0.23483,0.23483,261933075,msft
1987-07-08,0.23483,0.25162,0.23483,0.24322,257110103,msft
1987-07-09,0.24322,0.26003,0.24322,0.25162,123215342,msft
1987-07-10,0.25162,0.25162,0.24322,0.25162,100784717,msft
1987-07-13,0.25162,0.26003,0.25162,0.26003,64229678,msft
1987-07-14,0.26003,0.27674,0.26003,0.27674,203100531,msft
1987-07-15,0.27674,0.27674,0.26833,0.26833,128612472,msft
1987-07-16,0.26833,0.26833,0.26003,0.26833,96995235,msft
1987-07-17,0.26833,0.26833,0.26833,0.26833,68133987,msft
1987-07-20,0.26833,0.26833,0.26003,0.26003,55846902,msft
1987-07-21,0.26003,0.26003,0.26003,0.26003,48574173,msft
1987-07-22,0.26003,0.26003,0.26003,0.26003,70928243,msft
1987-07-23,0.26003,0.26003,0.24322,0.25162,197358908,msft
1987-07-24,0.26003,0.26003,0.25162,0.26003,76746427,msft
1987-07-27,0.26003,0.26003,0.25162,0.26003,55578958,msft
1987-07-28,0.26003,0.26833,0.26003,0.26003,50717710,msft
1987-07-29,0.26003,0.26003,0.25162,0.26003,36784697,msft
1987-07-30,0.26003,0.26003,0.25162,0.25162,73837336,msft
1987-07-31,0.25162,0.25162,0.24322,0.24322,248038334,msft
1987-08-03,0.24322,0.24322,0.23483,0.24322,154641181,msft
1987-08-04,0.24322,0.24322,0.24322,0.24322,179521573,msft
1987-08-05,0.24322,0.26003,0.24322,0.25162,280689061,msft
1987-08-06,0.25162,0.26833,0.25162,0.26003,202756027,msft
1987-08-07,0.26003,0.27674,0.26003,0.26833,227291914,msft
1987-08-10,0.26833,0.26833,0.26833,0.26833,75023942,msft
1987-08-11,0.26833,0.27674,0.26003,0.26833,91100500,msft
1987-08-12,0.26833,0.26833,0.26003,0.26003,56306235,msft
1987-08-13,0.26003,0.27674,0.26003,0.26833,107177051,msft
1987-08-14,0.26833,0.26833,0.26833,0.26833,67559823,msft
1987-08-17,0.26833,0.26833,0.26833,0.26833,44746418,msft
1987-08-18,0.26833,0.26833,0.26833,0.26833,62392360,msft
1987-08-19,0.26833,0.26833,0.26003,0.26833,64995228,msft
1987-08-20,0.26833,0.27674,0.26833,0.27674,109052663,msft
1987-08-21,0.27674,0.28504,0.27674,0.27674,91674662,msft
1987-08-24,0.27674,0.2936,0.27674,0.2936,129913900,msft
1987-08-25,0.2936,0.30191,0.2936,0.30191,247157950,msft
1987-08-26,0.30191,0.31032,0.30191,0.30191,151655535,msft
1987-08-27,0.30191,0.30191,0.30191,0.30191,96267969,msft
1987-08-28,0.30191,0.31862,0.30191,0.31032,152574201,msft
1987-08-31,0.31032,0.31032,0.30191,0.31032,112076581,msft
1987-09-01,0.31032,0.31032,0.2936,0.2936,124746443,msft
1987-09-02,0.2936,0.30191,0.2936,0.30191,104191416,msft
1987-09-03,0.30191,0.31032,0.2936,0.30191,94277537,msft
1987-09-04,0.30191,0.30191,0.2936,0.2936,64267956,msft
1987-09-08,0.2936,0.2936,0.28504,0.2936,128038301,msft
1987-09-09,0.2936,0.30191,0.2936,0.2936,80689016,msft
1987-09-10,0.2936,0.30191,0.2936,0.30191,77320590,msft
1987-09-11,0.30191,0.30191,0.30191,0.30191,54545467,msft
1987-09-14,0.30191,0.31032,0.30191,0.31032,125550267,msft
1987-09-15,0.31032,0.31032,0.30191,0.31032,51904320,msft
1987-09-16,0.31032,0.31032,0.30191,0.30191,76708151,msft
1987-09-17,0.30191,0.31032,0.2936,0.30191,92287104,msft
1987-09-18,0.30191,0.30191,0.30191,0.30191,42066997,msft
1987-09-21,0.27674,0.30191,0.27674,0.27674,113703377,msft
1987-09-22,0.27674,0.30191,0.27674,0.30191,108995240,msft
1987-09-23,0.30191,0.31862,0.30191,0.31862,143138787,msft
1987-09-24,0.31032,0.32694,0.31032,0.31862,157416300,msft
1987-09-25,0.31862,0.34382,0.31862,0.32694,109588537,msft
1987-09-28,0.32694,0.34382,0.31862,0.33551,126985673,msft
1987-09-29,0.33551,0.34382,0.33551,0.33551,76306237,msft
1987-09-30,0.33551,0.35213,0.33551,0.34382,113875621,msft
1987-10-01,0.34382,0.36053,0.34382,0.36053,169090956,msft
1987-10-02,0.36053,0.37733,0.36053,0.37733,174966543,msft
1987-10-05,0.38582,0.41103,0.38582,0.41103,244976129,msft
1987-10-06,0.41103,0.41103,0.38582,0.38582,269856525,msft
1987-10-07,0.38582,0.39402,0.37733,0.37733,166985680,msft
1987-10-08,0.38582,0.38582,0.36053,0.37733,128842136,msft
1987-10-09,0.37733,0.39402,0.37733,0.37733,124784715,msft
1987-10-12,0.37733,0.37733,0.36053,0.37733,155751226,msft
1987-10-13,0.37733,0.38582,0.3691,0.38582,128669885,msft
1987-10-14,0.38582,0.39402,0.3691,0.3691,151808648,msft
1987-10-15,0.3691,0.37733,0.3691,0.3691,171215345,msft
1987-10-16,0.3691,0.38582,0.33551,0.33551,279425899,msft
1987-10-19,0.31862,0.33551,0.23483,0.23483,195215354,msft
1987-10-20,0.24322,0.26833,0.2264,0.25162,430622110,msft
1987-10-21,0.26833,0.31862,0.26003,0.2936,348325416,msft
1987-10-22,0.2936,0.30191,0.26833,0.27674,296650781,msft
1987-10-23,0.27674,0.27674,0.25162,0.25162,149875632,msft
